WBID,name,type,OC,OC_num,MC,MC_num,RBD,RBD_num
GB106039017660,Cut at west Bracknell,River,Lower Thames,3285,Maidenhead and Sunbury,3054,Thames,6
GB106039017680,Cut (Warfield to north Bracknell),River,Lower Thames,3285,Maidenhead and Sunbury,3054,Thames,6
GB30642791,Knight Reservoir,Lake,Lower Thames,3285,Maidenhead and Sunbury,3054,Thames,6
GB106039023530,Salthill Stream,River,Lower Thames,3285,Maidenhead and Sunbury,3054,Thames,6
GB106039023511,Maidenhead Ditch,River,Lower Thames,3285,Maidenhead and Sunbury,3054,Thames,6
GB106039023510,Cut (Binfield to River Thames confluence) and Maidenhead Ditch,River,Lower Thames,3285,Maidenhead and Sunbury,3054,Thames,6
GB30642779,Bessborough Reservoir,Lake,Lower Thames,3285,Maidenhead and Sunbury,3054,Thames,6
GB30642757,Englemere Pond,Lake,Lower Thames,3285,Maidenhead and Sunbury,3054,Thames,6
GB30647022,Littleworth Ponds,Lake,Lower Thames,3285,Maidenhead and Sunbury,3054,Thames,6
GB106038040120,Quin,River,Upper Lee,3493,Upper Lee,3105,Thames,6
GB106038033270,Mimram (Codicote Bottom to Lee),River,Upper Lee,3493,Upper Lee,3105,Thames,6
GB106038040110,Beane (Source to Stevenage Brook),River,Upper Lee,3493,Upper Lee,3105,Thames,6
GB106038033330,Great Hallingbury Brook,River,Upper Lee,3493,Upper Lee,3105,Thames,6
GB106038033460,Mimram (Whitwell to Codicote Bottom),River,Upper Lee,3493,Upper Lee,3105,Thames,6
GB106038033380,Pincey Brook,River,Upper Lee,3493,Upper Lee,3105,Thames,6
GB106038040140,"Rib (upper stretches, above confluence with the Quin)",River,Upper Lee,3493,Upper Lee,3105,Thames,6
GB106038033392,Lee (from Luton Hoo Lakes to Hertford),River,Upper Lee,3493,Upper Lee,3105,Thames,6
GB106038033281,"Stort and Navigation, B Stortford to Harlow",River,Upper Lee,3493,Upper Lee,3105,Thames,6
GB106038040090,Stanstead Brook,River,Upper Lee,3493,Upper Lee,3105,Thames,6
GB106038033282,"Stort and Navigation, Harlow to Lee",River,Upper Lee,3493,Upper Lee,3105,Thames,6
GB106038033240,Lee Navigation (Hertford to Fieldes Weir),River,Upper Lee,3493,Upper Lee,3105,Thames,6
GB106038033260,Fiddlers Brook,River,Upper Lee,3493,Upper Lee,3105,Thames,6
GB106038033340,Stort and Bourne Brook,River,Upper Lee,3493,Upper Lee,3105,Thames,6
GB106038033360,Rib (from confluence with Quin to Lee Navigation),River,Upper Lee,3493,Upper Lee,3105,Thames,6
GB106038040100,Ash (from Meesden to confluence with Bury Green Brook),River,Upper Lee,3493,Upper Lee,3105,Thames,6
GB106038033410,Stevenage Brook,River,Upper Lee,3493,Upper Lee,3105,Thames,6
GB106038040130,Stort (at Clavering),River,Upper Lee,3493,Upper Lee,3105,Thames,6
GB106038033391,Lee (from Luton to Luton Hoo Lakes),River,Upper Lee,3493,Upper Lee,3105,Thames,6
GB106038033290,Ash (from confluence with Bury Green Brook to Lee),River,Upper Lee,3493,Upper Lee,3105,Thames,6
GB106038033220,Cannons Brook,River,Upper Lee,3493,Upper Lee,3105,Thames,6
GB106038033310,Beane (from confluence with Stevenage Brook to Lee),River,Upper Lee,3493,Upper Lee,3105,Thames,6
GB106038033250,Little Hallingbury Brook,River,Upper Lee,3493,Upper Lee,3105,Thames,6
GB40602G601700,Old Basing Tertiaries,Groundwater,Old Basing Tertiaries,1150,Thames GW,1019,Thames,6
GB40602G602500,Greenwich Tertiaries and Chalk,Groundwater,Greenwich Tertiaries,1094,Thames GW,1019,Thames,6
GB40602G401000,South Essex Lower London Tertiaries,Groundwater,South Essex Lower London Tertiaries,1195,Thames GW,1019,Thames,6
GB40601G601100,South-West Chilterns Chalk,Groundwater,South-West Chilterns Chalk,1190,Thames GW,1019,Thames,6
GB40601G501800,West Kent Darent and Cray Chalk,Groundwater,West Kent Darent and Cray Chalk,1277,Thames GW,1019,Thames,6
GB40601G600400,Burford Jurassic,Groundwater,Burford Jurassic,1024,Thames GW,1019,Thames,6
GB40601G604100,Chiltern Chalk Scarp,Groundwater,Chiltern Chalk Scarp,1037,Thames GW,1019,Thames,6
GB40601G604400,Alton Chalk,Groundwater,Alton Chalk,1005,Thames GW,1019,Thames,6
GB40602G600800,Bicester-Otmoor Cornbrash,Groundwater,Bicester-Otmoor Cornbrash,1013,Thames GW,1019,Thames,6
GB40602G500200,North Kent Tertiaries,Groundwater,North Kent Chalk and Tertiaries,1141,Thames GW,1019,Thames,6
GB40601G501700,North Kent Swale Chalk,Groundwater,North Kent Chalk and Tertiaries,1141,Thames GW,1019,Thames,6
GB40602G601400,Chobham Bagshot Beds,Groundwater,Chobham Bagshot Beds,1039,Thames GW,1019,Thames,6
GB40602G601300,Farnborough Bagshot Beds,Groundwater,Farnborough Bagshot Beds,1085,Thames GW,1019,Thames,6
GB40602G502300,Kent Weald Western - Medway,Groundwater,Tunbridge Wells Sand and Kent Weald (Thames),1242,Thames GW,1019,Thames,6
GB40602G602400,Copthorne Tunbridge Wells Sands,Groundwater,Tunbridge Wells Sand and Kent Weald (Thames),1242,Thames GW,1019,Thames,6
GB40601G604300,Guildford Chalk,Groundwater,Guildford Chalk,1098,Thames GW,1019,Thames,6
GB40602G601800,Effingham Tertiaries,Groundwater,Effingham Tertiaries,1080,Thames GW,1019,Thames,6
GB40601G602900,Upper Lee Chalk,Groundwater,Upper Lee Groundwater,1255,Thames GW,1019,Thames,6
GB40602G401200,North Mymms Tertiaries,Groundwater,Upper Lee Groundwater,1255,Thames GW,1019,Thames,6
GB40602G600600,Shrivenham Corallian,Groundwater,Shrivenham Corallian,1181,Thames GW,1019,Thames,6
GB40601G602600,Maidenhead Chalk,Groundwater,Maidenhead Chalk,1130,Thames GW,1019,Thames,6
GB40601G501300,Basingstoke Chalk,Groundwater,Basingstoke Chalk,1010,Thames GW,1019,Thames,6
GB40602G600500,Kemble Forest Marble,Groundwater,Kemble Forest Marble,1111,Thames GW,1019,Thames,6
GB40602G600200,Banbury Jurassic,Groundwater,Banbury Jurassic,1009,Thames GW,1019,Thames,6
GB40602G602300,Bromley Tertiaries,Groundwater,West Kent and Bromley Tertiaries,1276,Thames GW,1019,Thames,6
GB40602G501900,West Kent Tertiaries,Groundwater,West Kent and Bromley Tertiaries,1276,Thames GW,1019,Thames,6
GB40602G601500,Aldermaston Bagshot Beds,Groundwater,Aldermaston Bagshot Beds,1004,Thames GW,1019,Thames,6
GB40601G401100,South Essex Thurrock Chalk,Groundwater,South Essex Thurrock Chalk,1196,Thames GW,1019,Thames,6
GB40602G600700,Headington Corallian,Groundwater,Headington Corallian,1100,Thames GW,1019,Thames,6
GB40601G601200,Mid-Chilterns Chalk,Groundwater,Colne Groundwater,1044,Thames GW,1019,Thames,6
GB40602G602800,Radlett Tertiaries,Groundwater,Colne Groundwater,1044,Thames GW,1019,Thames,6
GB40603G000300,Lower Thames Gravels,Groundwater,Colne Groundwater,1044,Thames GW,1019,Thames,6
GB40601G603100,Tackley Jurassic,Groundwater,Tackley Jurassic,1219,Thames GW,1019,Thames,6
GB40601G600900,Berkshire Downs Chalk,Groundwater,Berkshire Downs Chalk,1012,Thames GW,1019,Thames,6
GB40602G601600,Thatcham Tertiaries,Groundwater,Thatcham Tertiaries,1233,Thames GW,1019,Thames,6
GB40601G500400,Kent Greensand Middle,Groundwater,Kent Greensand Middle and Western,1113,Thames GW,1019,Thames,6
GB40601G500500,Kent Greensand Western,Groundwater,Kent Greensand Middle and Western,1113,Thames GW,1019,Thames,6
GB40602G604200,Byfield Jurassic,Groundwater,Byfield Jurassic,1025,Thames GW,1019,Thames,6
GB40601G602000,Reigate Lower Greensand,Groundwater,Reigate Lower Greensand,1158,Thames GW,1019,Thames,6
GB40602G600300,Chipping Norton Jurassic,Groundwater,Chipping Norton Jurassic,1038,Thames GW,1019,Thames,6
GB40601G601000,Vale of White Horse Chalk,Groundwater,Vale of White Horse Chalk,1259,Thames GW,1019,Thames,6
GB40601G601900,Godalming Lower Greensand,Groundwater,Godalming Lower Greensand,1092,Thames GW,1019,Thames,6
GB40601G500300,North Kent Medway Chalk,Groundwater,North Kent Medway Chalk,1142,Thames GW,1019,Thames,6
GB40602G602700,Twyford Tertiaries,Groundwater,Twyford Tertiaries,1243,Thames GW,1019,Thames,6
GB40601G602100,Dorking North Downs Chalk,Groundwater,Epsom and Dorking Chalk,1081,Thames GW,1019,Thames,6
GB40601G602200,Epsom North Downs Chalk,Groundwater,Epsom and Dorking Chalk,1081,Thames GW,1019,Thames,6
GB40603G000200,Upper Thames Gravels,Groundwater,Upper Thames Gravels,1256,Thames GW,1019,Thames,6
GB106039037290,Farthinghoe Stream (Source to Cherwell) and tributaries,River,Cherwell,3079,Cherwell and Ray,3012,Thames,6
GB106039037340,Hanwell Brook,River,Cherwell,3079,Cherwell and Ray,3012,Thames,6
GB106039037240,Bloxham Brook (Source to Sor Brook),River,Cherwell,3079,Cherwell and Ray,3012,Thames,6
GB106039042650,Cherwell (Source to Trafford Bridge),River,Cherwell,3079,Cherwell and Ray,3012,Thames,6
GB106039029780,Bayswater Brook,River,Cherwell,3079,Cherwell and Ray,3012,Thames,6
GB106039037320,Sor Brook (Source to Broughton),River,Cherwell,3079,Cherwell and Ray,3012,Thames,6
GB106039037190,Deddington Brook (Source to Cherwell),River,Cherwell,3079,Cherwell and Ray,3012,Thames,6
GB106039037200,Upper Swere (Source to Wigginton),River,Cherwell,3079,Cherwell and Ray,3012,Thames,6
GB106039037310,Cherwell (Cropredy to Nell Bridge),River,Cherwell,3079,Cherwell and Ray,3012,Thames,6
GB106039037260,Sor Brook  (Broughton to Cherwell),River,Cherwell,3079,Cherwell and Ray,3012,Thames,6
GB106039037360,Ashby Brook (Source to Cherwell),River,Cherwell,3079,Cherwell and Ray,3012,Thames,6
GB106039037370,"Clayton and Wormleighton Brook, Source to Highfurlong Brook",River,Cherwell,3079,Cherwell and Ray,3012,Thames,6
GB106039029800,Cherwell (Ray to Thames) and Woodeaton Brook,River,Cherwell,3079,Cherwell and Ray,3012,Thames,6
GB106039037270,Tadmarton Stream (Source to Sor Brook),River,Cherwell,3079,Cherwell and Ray,3012,Thames,6
GB106039037220,Swere (Wigginton to Cherwell),River,Cherwell,3079,Cherwell and Ray,3012,Thames,6
GB106039042660,Highfurlong Brook (to Cherwell),River,Cherwell,3079,Cherwell and Ray,3012,Thames,6
GB106039037350,Cherwell (Ashby Brook to Cropredy),River,Cherwell,3079,Cherwell and Ray,3012,Thames,6
GB106039037210,Hook Norton Brook (Source to Swere),River,Cherwell,3079,Cherwell and Ray,3012,Thames,6
GB30639472,Grimsbury Reservoir,Lake,Cherwell,3079,Cherwell and Ray,3012,Thames,6
GB106039037280,Chacombe Brook (Source to Cherwell),River,Cherwell,3079,Cherwell and Ray,3012,Thames,6
GB106039037230,Ockley Brook and Croughton Brook (Source to Cherwell),River,Cherwell,3079,Cherwell and Ray,3012,Thames,6
GB106039037431,Cherwell (Nell Bridge to Bletchingdon),River,Cherwell,3079,Cherwell and Ray,3012,Thames,6
GB106039037300,Shutford Stream (Source to Sor Brook),River,Cherwell,3079,Cherwell and Ray,3012,Thames,6
GB106039037432,Cherwell (Bletchingdon to Ray),River,Cherwell,3079,Cherwell and Ray,3012,Thames,6
GB106039030070,"Tetchwick Brook, Source to Ray and tribs",River,Oxon Ray,3350,Cherwell and Ray,3012,Thames,6
GB106039030110,Gubbinshole and Broadmoor ditch to Ray (Oxon),River,Oxon Ray,3350,Cherwell and Ray,3012,Thames,6
GB106039030150,Town Brook at Bicester,River,Oxon Ray,3350,Cherwell and Ray,3012,Thames,6
GB106039030100,Ray and tributaries NorthEast of Grendon Underwood,River,Oxon Ray,3350,Cherwell and Ray,3012,Thames,6
GB106039030090,Oxon Ray (upstream A41 to Cherwell) including Otmoor,River,Oxon Ray,3350,Cherwell and Ray,3012,Thames,6
GB106039030120,Summerstown Ditch and Launton and Cutters Brook,River,Oxon Ray,3350,Cherwell and Ray,3012,Thames,6
GB106039030130,Gallos Brook,River,Oxon Ray,3350,Cherwell and Ray,3012,Thames,6
GB106039030140,Langford Brook (Bicester to Ray inc Gagle Brook),River,Oxon Ray,3350,Cherwell and Ray,3012,Thames,6
GB106039030160,Langford Brook (source to downstream A41),River,Oxon Ray,3350,Cherwell and Ray,3012,Thames,6
GB106039030080,Bletchingdon Stream,River,Oxon Ray,3350,Cherwell and Ray,3012,Thames,6
GB106039030060,Ludgershall Brook and Muswellhill Brook,River,Oxon Ray,3350,Cherwell and Ray,3012,Thames,6
GB106039030180,Northfield Brook (Source to Thames) at Sandford,River,Ock,3343,Gloucestershire and the Vale,3038,Thames,6
GB106039023630,Moor Ditch and Ladygrove Ditch,River,Ock,3343,Gloucestershire and the Vale,3038,Thames,6
GB106039023350,Letcombe Brook,River,Ock,3343,Gloucestershire and the Vale,3038,Thames,6
GB106039030334,Thames (Evenlode to Thame),River,Ock,3343,Gloucestershire and the Vale,3038,Thames,6
GB106039023340,Stutfield Brook (source to Ock),River,Ock,3343,Gloucestershire and the Vale,3038,Thames,6
GB106039023410,Sandford Brook (source to Ock),River,Ock,3343,Gloucestershire and the Vale,3038,Thames,6
GB106039023420,Frilford and Marcham Brook,River,Ock,3343,Gloucestershire and the Vale,3038,Thames,6
GB106039023660,Ginge Brook and Mill Brook,River,Ock,3343,Gloucestershire and the Vale,3038,Thames,6
GB106039023360,Cow Common Brook and Portobello Ditch,River,Ock,3343,Gloucestershire and the Vale,3038,Thames,6
GB106039023380,Childrey Brook and Norbrook at Common Barn,River,Ock,3343,Gloucestershire and the Vale,3038,Thames,6
GB106039023430,Ock and tributaries (Land Brook confluence to Thames),River,Ock,3343,Gloucestershire and the Vale,3038,Thames,6
GB106039023370,Childrey and Woodhill Brooks,River,Ock,3343,Gloucestershire and the Vale,3038,Thames,6
GB106039023400,Ock (to Cherbury Brook),River,Ock,3343,Gloucestershire and the Vale,3038,Thames,6
GB106039022860,"Liden Brook, Swindon",River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039023110,Dudgrove Brook,River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039030300,Ampney and Poulton Brooks (Source to Thames),River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039023730,Cole (Bower Bridge to Thames) including Coleshill,River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039023330,Ray (Wiltshire) (Lydiard Brook to Thames),River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039022950,Waterloo Ditch (East of Coleshill),River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039022960,Thames (Waterhaybridge to Cricklade) and Chelworth Brook,River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039023650,Key (Source to Thames),River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039023800,Cerney Wick Brook (source to Thames),River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039029750,Churn  (Baunton to Cricklade),River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039023860,Marston Meysey Brook,River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB30642155,Coate Water,Lake,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039023320,Ray (Wiltshire) source to Lydiard Brook,River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039029810,Churn (source to Perrots Brook),River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039029992,Coln (from Coln Rogers) and Thames (Coln to Leach),River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039029760,Thornhill Ditch and tributaries at Cotswolds Water Park,River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039022920,Tuckmill Brook and tributaries,River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039022870,"Lenta Brook, East of Swindon",River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039023680,Share ditch,River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039023700,Swill Brook (source to Ashton Keynes),River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039029790,Elkstone Brook,River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039029991,Coln (Source to Coln Rogers),River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039023810,Kemble Ditch at Kemble,River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB30641559,Cotswold Water Park Lake 12,Lake,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039022890,Cole (source to Lenta Brook),River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039023620,Derry Brook,River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039029770,Daglingworth Stream (Source to Churn),River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039023710,Bydemill Brook (Source to Thames),River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039022930,Cole (Acorn Bridge to Bower Bridge),River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039023331,Haydon Wick Brook,River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039023760,Thames (Kemble to Waterhay Bridge),River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039022990,Thames (Churn to Coln),River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039022910,South Marston Brook,River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039023310,Lydiard Brook,River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039023711,Westrop Brook,River,Upper Thames,3504,Gloucestershire and the Vale,3038,Thames,6
GB106039023090,Colne (Confluence with Chess to River Thames),River,Colne,3096,Colne,3017,Thames,6
GB30642525,Staines Reservoir South,Lake,Colne,3096,Colne,3017,Thames,6
GB106039029920,Ver,River,Colne,3096,Colne,3017,Thames,6
GB106039023070,Pinn,River,Colne,3096,Colne,3017,Thames,6
GB106039029830,Misbourne,River,Colne,3096,Colne,3017,Thames,6
GB106039023480,Surrey Ash,River,Colne,3096,Colne,3017,Thames,6
GB106039029890,Bulbourne,River,Colne,3096,Colne,3017,Thames,6
GB106039029850,Colne (upper east arm including Mimshall Brook),River,Colne,3096,Colne,3017,Thames,6
GB30642639,Queen Mary Reservoir,Lake,Colne,3096,Colne,3017,Thames,6
GB106039029860,Gade (from confluence with Bulbourne to Chess),River,Colne,3096,Colne,3017,Thames,6
GB30642490,Staines Reservoir North,Lake,Colne,3096,Colne,3017,Thames,6
GB30642488,King George VI Reservoir,Lake,Colne,3096,Colne,3017,Thames,6
GB106039029820,Upper Colne and Ellen Brook,River,Colne,3096,Colne,3017,Thames,6
GB106039023100,Tykeswater,River,Colne,3096,Colne,3017,Thames,6
GB106039023040,Horton Brook,River,Colne,3096,Colne,3017,Thames,6
GB30641907,Broadwater Lake,Lake,Colne,3096,Colne,3017,Thames,6
GB106039029840,Colne (from Confluence with Ver to Gade),River,Colne,3096,Colne,3017,Thames,6
GB106039023080,Alderbourne,River,Colne,3096,Colne,3017,Thames,6
GB30642538,Heron Lake,Lake,Colne,3096,Colne,3017,Thames,6
GB106039023010,Colne Brook,River,Colne,3096,Colne,3017,Thames,6
GB30642569,Queensmead,Lake,Colne,3096,Colne,3017,Thames,6
GB106039029900,Gade (Upper stretch Great Gaddesden to confluence with Bulbourne / GUC),River,Colne,3096,Colne,3017,Thames,6
GB106039029870,Chess,River,Colne,3096,Colne,3017,Thames,6
GB30642417,Wraysbury Reservoir,Lake,Colne,3096,Colne,3017,Thames,6
GB30642334,The Queen Mother Reservoir,Lake,Colne,3096,Colne,3017,Thames,6
GB30642489,Wraysbury No 2,Lake,Colne,3096,Colne,3017,Thames,6
GB106039017622,Mole (Hersham to R. Thames conf at East Molesey),River,Lower Mole and Rythe,3277,Mole,3058,Thames,6
GB106039017650,Rythe,River,Lower Mole and Rythe,3277,Mole,3058,Thames,6
GB106039017530,Deanoak Brook,River,Lower Mole and Rythe,3277,Mole,3058,Thames,6
GB106039017621,Mole (Horley to Hersham),River,Lower Mole and Rythe,3277,Mole,3058,Thames,6
GB30643054,Black Pond,Lake,Lower Mole and Rythe,3277,Mole,3058,Thames,6
GB106039017550,Leigh Brook,River,Lower Mole and Rythe,3277,Mole,3058,Thames,6
GB106039017580,Pipp Brook,River,Lower Mole and Rythe,3277,Mole,3058,Thames,6
GB30642813,Queen Elizabeth 2 Storage Reservoir,Lake,Lower Mole and Rythe,3277,Mole,3058,Thames,6
GB106039017600,Downside Ditches and Bookham Brook,River,Lower Mole and Rythe,3277,Mole,3058,Thames,6
GB30642841,Island Barn Reservoir,Lake,Lower Mole and Rythe,3277,Mole,3058,Thames,6
GB106039017570,Tanners Brook (Holmewood to River Mole confluence at Brockham),River,Lower Mole and Rythe,3277,Mole,3058,Thames,6
GB106039017610,The Rye at Ashtead,River,Lower Mole and Rythe,3277,Mole,3058,Thames,6
GB106039017500,Tilgate Brook and Gatwick Stream at Crawley,River,Upper Mole Tributaries,3495,Mole,3058,Thames,6
GB106039017520,Burstow Stream,River,Upper Mole Tributaries,3495,Mole,3058,Thames,6
GB106039017460,Ifield Brook,River,Upper Mole Tributaries,3495,Mole,3058,Thames,6
GB106039017540,Salfords Stream (Salfords to River Mole confluence),River,Upper Mole Tributaries,3495,Mole,3058,Thames,6
GB106039017450,Stanford Brook,River,Upper Mole Tributaries,3495,Mole,3058,Thames,6
GB106039017470,Baldhorns Brook,River,Upper Mole Tributaries,3495,Mole,3058,Thames,6
GB30644358,Douster Pond,Lake,Upper Mole Tributaries,3495,Mole,3058,Thames,6
GB106039017590,Redhill Brook,River,Upper Mole Tributaries,3495,Mole,3058,Thames,6
GB106039017481,Mole upstream of Horley,River,Upper Mole Tributaries,3495,Mole,3058,Thames,6
GB106039017560,Salfords Stream (Redhill Brook confluence upstream),River,Upper Mole Tributaries,3495,Mole,3058,Thames,6
GB530603911402,THAMES MIDDLE,Transitional,Tidal Thames,3465,Thames TraC,3099,Thames,6
GB530603911401,THAMES LOWER,Transitional,Tidal Thames,3465,Thames TraC,3099,Thames,6
GB560604017700,Cliffe Fort Lagoon,Transitional,Tidal Thames,3465,Thames TraC,3099,Thames,6
GB530603911403,THAMES UPPER,Transitional,Tidal Thames,3465,Thames TraC,3099,Thames,6
GB560604017900,West Thurrock Lagoon,Transitional,Tidal Thames,3465,Thames TraC,3099,Thames,6
GB640603690000,Thames Coastal North,Coastal,Tidal Thames,3465,Thames TraC,3099,Thames,6
GB560604017600,Higham Marshes,Transitional,Tidal Thames,3465,Thames TraC,3099,Thames,6
GB560504016800,Allhallows Marshes,Transitional,Tidal Thames,3465,Thames TraC,3099,Thames,6
GB530604002300,MEDWAY,Transitional,Medway Swale Estuary,3304,Thames TraC,3099,Thames,6
GB560604017400,Murston Lakes,Transitional,Medway Swale Estuary,3304,Thames TraC,3099,Thames,6
GB530604011500,SWALE,Transitional,Medway Swale Estuary,3304,Thames TraC,3099,Thames,6
GB106039017360,Inkpen Stream (source to Kennet),River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039017300,West End Brook (tributary of Foudry Brook),River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039017380,Foudry Brook (West End Brook to M4),River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039023120,Clayhill Brook,River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039023173,Middle Kennet (Marlborough to Hungerford),River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039017410,Burghfield Brook,River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039017370,Shalbourne  (source to Kennet at Hungerford),River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039017280,Enborne (Source to downstream A34),River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039017310,Enborne (downstream A34 to Burghclere Brook),River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB30642611,Farnham Flint or Englefield Lagoon,Lake,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039017210,Penwood Stream,River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039017250,Ecchinswell Brook (source to Enborne),River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB30642622,Ameys Lake or Theale Lakes,Lake,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039023200,Aldbourne,River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB30643126,Milford Lake,Lake,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039017190,Silchester Brook,River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039023140,Kennet and Holy Brook,River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039023180,Og,River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039017261,Enborne (Burghclere Brook to Kingsclere Brook),River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039017390,Kennet and Avon Canal and Dun above Hungerford,River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039023220,Lambourn (Source to Newbury),River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039023171,Upper Kennet to Marlborough,River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039017200,Baughurst Brook,River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039017220,Kingsclere Brook (Source to Enborne),River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039023210,Winterbourne,River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039017340,Lower Enborne,River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039023174,Middle Kennet (Hungerford to Newbury),River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039017420,Kennet (Lambourn confluence to Enborne confluence),River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039023141,Holy Brook,River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039017350,Upper Dun,River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039017230,Earlstone Stream and  Burghclere Brook (source to Enborne),River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039017430,Froxfield Stream,River,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB30643001,Wasing Wood Ponds,Lake,Kennet,3242,Kennet and tributaries,3044,Thames,6
GB106039023670,Berrick Stream and Lady Brook,River,South Chilterns,3412,Thames and South Chilterns,3098,Thames,6
GB30642393,Sonning Eye gravel pit,Lake,South Chilterns,3412,Thames and South Chilterns,3098,Thames,6
GB106039023610,Ewelme Stream (Source to Thames),River,South Chilterns,3412,Thames and South Chilterns,3098,Thames,6
GB106039023720,Hamble Brook,River,South Chilterns,3412,Thames and South Chilterns,3098,Thames,6
GB106039023890,Wye (Source to High Wycombe fire station),River,South Chilterns,3412,Thames and South Chilterns,3098,Thames,6
GB106039023880,Wye (High Wycombe fire station to Thames),River,South Chilterns,3412,Thames and South Chilterns,3098,Thames,6
GB106039023300,Pang,River,South Chilterns,3412,Thames and South Chilterns,3098,Thames,6
GB106039023233,Thames (Reading to Cookham),River,South Chilterns,3412,Thames and South Chilterns,3098,Thames,6
GB106039023280,Sulham Brook,River,South Chilterns,3412,Thames and South Chilterns,3098,Thames,6
GB106039030331,Thames Wallingford to Caversham,River,South Chilterns,3412,Thames and South Chilterns,3098,Thames,6
GB106039023900,Hughenden Stream,River,South Chilterns,3412,Thames and South Chilterns,3098,Thames,6
GB106039023570,Cholsey Brook and tributaries,River,South Chilterns,3412,Thames and South Chilterns,3098,Thames,6
